member_id,tier,enrollment_date,tenure_days,primary_hub,days_since_last_booking,bookings_last_90d,bookings_last_180d,bookings_last_365d,total_bookings_lifetime,avg_fare,total_spend_lifetime,fare_class_most_common,pct_discount_fares,unique_routes_lifetime,route_diversity_score,pct_bookings_summer,pct_bookings_holiday,points_balance,points_earned_last_90d,points_earning_velocity,redemption_gap_days,points_redeemed_last_365d,points_expiring_soon,complaints_last_365d,support_tickets_open,avg_support_csat,promos_sent_last_180d,promos_redeemed_last_180d,promo_response_rate,app_logins_last_90d,email_open_rate,recency_score,frequency_score,monetary_score,rfm_score,churn_label
TB000112,Blue,2024-09-22,701,JFK,294,1,1,3,3,359.73,1042.78,Blue,0.215,5,1.0,0.339,0.239,11123,2670,29.67,16,5259,0,0,0,4.82,6,0,0.0,3,0.124,67.3,36,10.4,37.9,0
TB000113,Blue,2014-11-05,4310,FLL,475,1,1,2,6,245.21,1649.04,Blue Extra,0.0,3,0.5,0.497,0.242,16260,4807,53.41,1000,4478,1,1,0,1.0,8,0,0.0,0,0.188,47.2,24,16.5,29.2,1
TB000114,Blue,2025-01-23,578,FLL,58,3,6,6,9,356.19,3398.45,Blue,0.241,5,0.556,0.445,0.235,17081,0,0.0,261,7310,0,0,0,4.39,8,3,0.379,23,0.374,93.6,72,34.0,66.5,0
TB000115,Blue,2025-09-22,336,SJU,114,3,4,4,4,402.32,1701.26,Blue Basic,0.132,6,1.0,0.57,0.169,12446,3492,38.8,109,7125,0,0,0,4.65,5,3,0.615,11,0.473,87.3,48,17.0,50.8,0
TB000116,Blue,2024-07-24,761,FLL,235,2,3,3,11,232.94,2574.08,Blue Basic,0.191,7,0.636,0.378,0.054,9865,1766,19.62,382,8015,0,1,1,4.25,6,3,0.43,19,0.241,73.9,36,25.7,45.2,1
TB000117,Blue,2025-11-17,280,JFK,88,3,6,7,7,286.75,2210.58,Blue Basic,0.297,4,0.571,0.296,0.181,0,273,3.03,397,1349,0,0,0,4.45,8,5,0.684,13,0.363,90.2,84,22.1,65.4,0
TB000118,Blue,2022-09-06,1448,BOS,47,1,2,2,13,277.52,3525.29,Blue,0.205,6,0.462,0.303,0.242,6184,439,4.88,1,21921,0,1,0,2.62,4,1,0.252,22,0.203,94.8,24,35.3,51.4,0
TB000119,Blue Plus,2019-04-10,2693,SJU,108,1,3,4,20,433.22,9703.31,Blue Extra,0.299,4,0.2,0.269,0.034,4011,0,0.0,35,4117,0,0,0,5.0,6,2,0.348,13,0.461,88.0,48,97.0,77.7,0
TB000120,Blue,2015-11-23,3927,FLL,43,1,4,4,25,342.78,7535.0,Blue Basic,0.206,10,0.4,0.593,0.094,14506,2134,23.71,21,14659,0,0,0,4.79,4,1,0.325,12,0.56,95.2,48,75.3,72.8,0
TB000121,Blue,2024-12-19,613,BOS,25,1,1,1,1,328.4,293.99,Mint,0.048,9,1.0,0.499,0.275,10864,1915,21.28,111,9841,0,1,1,2.82,6,2,0.271,0,0.407,97.2,12,2.9,37.4,0
TB000122,Blue,2023-08-30,1090,MCO,121,0,2,2,6,251.78,1453.17,Blue Basic,0.183,7,1.0,0.361,0.151,7811,0,0.0,663,2340,0,2,0,3.32,6,2,0.379,2,0.025,86.6,24,14.5,41.7,1
TB000123,Blue,2023-07-25,1126,FLL,108,2,4,9,15,205.88,2836.59,Blue Extra,0.478,5,0.333,0.485,0.238,9330,0,0.0,335,4162,0,0,0,4.4,5,2,0.448,14,0.261,88.0,100,28.4,72.1,1
TB000124,Blue,2023-10-17,1042,BOS,39,0,0,0,0,325.17,341.02,Blue Basic,0.244,3,1.0,0.184,0.142,6037,3549,39.43,219,0,0,0,0,5.0,1,0,0.038,11,0.304,95.7,0,3.4,33.0,1
TB000125,Blue,2015-10-14,3967,LAX,175,1,4,4,14,269.24,3305.82,Blue,0.257,4,0.286,0.268,0.08,16766,1726,19.18,10,11215,0,0,0,4.73,4,1,0.231,3,0.566,80.6,48,33.1,53.9,0
TB000126,Blue,2026-05-07,109,BOS,16,0,0,3,3,264.18,695.76,Blue Extra,0.297,8,1.0,0.334,0.228,21921,526,5.84,127,10100,0,0,0,4.45,5,3,0.573,13,0.301,98.2,36,7.0,47.1,0
TB000127,Blue,2016-09-26,3619,JFK,55,3,6,8,28,186.24,4636.91,Mint,0.369,7,0.25,0.511,0.195,25829,2517,27.97,125,7441,0,0,0,4.66,10,6,0.56,6,0.33,93.9,96,46.4,78.8,0
TB000128,Blue,2020-12-27,2066,BOS,271,0,2,5,12,168.46,1725.35,Mint,0.154,3,0.25,0.382,0.127,2300,699,7.77,1000,6247,0,2,0,3.05,8,1,0.179,0,0.252,69.9,60,17.3,49.1,1
TB000129,Blue Plus,2015-05-30,4104,BOS,64,1,4,6,24,228.26,6239.45,Blue,0.401,4,0.167,0.459,0.127,17744,2626,29.18,103,27,0,0,0,3.92,6,2,0.368,9,0.413,92.9,72,62.4,75.8,0
TB000130,Blue Plus,2020-01-07,2421,JFK,21,0,2,2,11,183.21,1960.42,Blue Basic,0.313,5,0.455,0.398,0.296,12270,2734,30.38,371,13164,0,1,0,4.38,8,0,0.0,11,0.0,97.7,24,19.6,47.1,0
TB000131,Mosaic,2025-06-23,427,SJU,136,1,4,4,11,251.43,2494.95,Blue Extra,0.442,7,0.636,0.232,0.148,25468,1491,16.57,302,4300,0,3,0,3.16,6,0,0.064,17,0.35,84.9,48,24.9,52.6,1
TB000132,Blue,2019-07-11,2601,SJU,196,0,1,4,8,323.88,2725.03,Mint,0.066,1,0.125,0.3,0.019,2832,682,7.58,759,2705,0,0,0,3.7,5,1,0.218,8,0.391,78.2,48,27.3,51.2,1
TB000133,Mosaic,2025-04-18,493,BOS,7,4,6,10,16,306.57,4603.66,Blue Extra,0.48,8,0.5,0.216,0.07,13976,2845,31.61,60,5649,0,0,0,4.68,3,2,0.536,16,0.446,99.2,100,46.0,81.7,0
TB000134,Blue,2019-07-21,2591,MCO,177,1,3,8,20,268.97,4936.48,Blue,0.219,3,0.15,0.401,0.0,12440,3110,34.56,203,9004,0,1,0,3.12,7,2,0.28,11,0.298,80.3,96,49.4,75.2,0
TB000135,Blue Plus,2023-02-03,1298,MCO,18,3,5,5,14,357.66,5442.73,Blue,0.411,9,0.643,0.49,0.124,19798,2638,29.31,23,7430,0,0,0,4.94,4,2,0.519,25,0.798,98.0,60,54.4,70.8,0
TB000136,Blue,2026-05-14,102,LAX,28,2,2,2,2,356.18,794.78,Blue,0.263,5,1.0,0.255,0.134,24310,1057,11.74,66,10800,0,0,0,5.0,7,4,0.519,23,0.534,96.9,24,7.9,42.9,0
TB000137,Blue,2026-05-26,90,BOS,189,0,1,5,6,239.62,1579.51,Blue Extra,0.277,2,0.333,0.349,0.104,5236,1845,20.5,23,15212,0,1,0,2.9,5,1,0.247,16,0.177,79.0,60,15.8,51.6,0
TB000138,Mosaic,2023-11-29,999,BOS,178,0,1,1,2,256.91,579.8,Blue Basic,0.312,3,1.0,0.296,0.329,2561,3466,38.51,7,7753,0,1,0,3.77,2,0,0.191,19,0.205,80.2,12,5.8,32.7,1
TB000139,Blue,2018-03-13,3086,SJU,299,1,2,4,9,282.45,2578.29,Blue Basic,0.323,8,0.889,0.412,0.319,14771,1383,15.37,39,3633,0,0,0,4.95,7,2,0.291,10,0.375,66.8,48,25.8,46.9,0
TB000140,Blue,2024-12-03,629,SJU,16,2,3,3,3,323.27,1015.04,Blue Basic,0.036,2,0.667,0.243,0.156,6923,0,0.0,36,0,0,0,0,4.73,5,1,0.18,23,0.289,98.2,36,10.2,48.1,0
TB000141,Blue Plus,2018-07-03,2974,FLL,92,4,4,7,20,453.83,8193.73,Blue,0.374,4,0.2,0.412,0.117,16930,1125,12.5,80,20136,0,0,0,4.0,3,1,0.251,11,0.566,89.8,84,81.9,85.2,0
TB000142,Blue Plus,2015-12-23,3897,MCO,74,1,3,3,17,280.14,4763.98,Blue Basic,0.25,5,0.294,0.476,0.032,9817,1399,15.54,145,3276,0,1,0,2.57,1,0,0.321,2,0.297,91.8,36,47.6,58.5,0
TB000143,Blue,2025-02-26,544,LAX,176,2,2,3,3,384.13,1284.3,Blue Basic,0.228,4,1.0,0.398,0.096,8438,1612,17.91,229,614,0,2,0,2.82,5,3,0.521,5,0.162,80.4,36,12.8,43.1,1
TB000144,Blue,2015-10-02,3979,MCO,317,1,1,3,11,301.36,2967.13,Blue Basic,0.043,3,0.273,0.258,0.187,19389,3471,38.57,131,0,0,0,0,4.25,6,3,0.529,19,0.484,64.8,36,29.7,43.5,1
TB000145,Blue,2023-04-09,1233,BOS,19,2,5,6,10,336.39,3585.46,Blue,0.227,7,0.7,0.244,0.094,10777,2681,29.79,72,13728,0,1,0,3.2,4,2,0.589,25,0.631,97.9,72,35.9,68.6,0
TB000146,Mosaic,2018-01-30,3128,BOS,24,2,4,4,13,352.66,4029.34,Blue,0.212,5,0.385,0.497,0.215,20745,1405,15.61,1,16875,0,0,0,4.12,6,4,0.644,5,0.121,97.3,48,40.3,61.9,0
TB000147,Blue,2018-01-05,3153,JFK,560,2,3,3,4,263.07,1136.21,Blue Extra,0.483,5,1.0,0.349,0.158,8220,812,9.02,234,0,0,1,0,3.36,4,1,0.335,10,0.105,37.8,36,11.4,28.4,1
TB000148,Blue,2018-05-13,3025,JFK,162,0,0,2,2,166.68,339.27,Blue,0.546,1,0.5,0.329,0.0,0,0,0.0,254,0,0,1,0,2.18,7,0,0.0,0,0.026,82.0,24,3.4,36.5,1
TB000149,Blue,2026-06-12,73,LAX,69,0,1,2,2,392.87,811.44,Blue Extra,0.382,5,1.0,0.311,0.045,25064,1541,17.12,150,4736,0,0,0,4.1,2,1,0.412,16,0.292,92.3,24,8.1,41.5,0
TB000150,Blue Plus,2022-10-06,1418,BOS,167,0,1,2,5,358.92,1885.94,Blue,0.277,5,1.0,0.482,0.101,10976,0,0.0,186,156,0,2,0,4.26,5,2,0.309,11,0.429,81.4,24,18.9,41.4,1
TB000151,Blue,2015-04-13,4151,SJU,332,3,6,6,17,192.03,3454.69,Mint,0.055,2,0.118,0.479,0.129,2019,1830,20.33,7,6275,0,1,0,4.33,5,1,0.252,14,0.435,63.1,72,34.5,56.5,1
TB000152,Mosaic,2020-08-28,2187,MCO,89,2,4,5,19,327.74,5953.45,Blue Extra,0.186,11,0.579,0.27,0.15,14904,0,0.0,25,10944,0,1,0,4.09,6,4,0.744,10,0.384,90.1,60,59.5,69.9,0
TB000153,Blue,2025-08-13,376,FLL,42,1,5,5,5,309.9,1402.08,Blue Extra,0.096,5,1.0,0.553,0.198,6920,2665,29.61,107,1095,0,1,1,4.81,5,1,0.117,16,0.532,95.3,60,14.0,56.4,0
TB000154,Blue,2019-04-08,2695,SJU,52,2,2,4,11,216.23,2152.98,Blue,0.097,5,0.455,0.409,0.099,8792,1521,16.9,290,3118,0,2,0,3.11,8,0,0.055,7,0.259,94.2,48,21.5,54.6,1
TB000155,Blue,2022-08-09,1476,FLL,426,1,1,1,2,338.42,626.27,Blue Extra,0.351,4,1.0,0.555,0.204,2107,1821,20.23,153,2299,0,2,0,3.84,5,2,0.36,9,0.547,52.7,12,6.3,23.7,1
TB000156,Blue Plus,2022-08-26,1459,SJU,25,2,2,4,9,375.57,3495.39,Blue,0.513,6,0.667,0.204,0.202,5986,4826,53.62,7,7346,0,1,0,3.74,3,1,0.181,27,0.588,97.2,48,35.0,60.1,0
TB000157,Blue,2014-11-18,4297,BOS,16,2,6,8,20,235.25,4988.28,Blue Basic,0.265,7,0.35,0.475,0.115,25753,3662,40.69,80,12439,0,0,0,4.38,5,3,0.662,12,0.523,98.2,96,49.9,81.4,0
TB000158,Blue,2023-09-24,1065,FLL,1,4,4,4,6,433.03,2968.41,Blue,0.196,9,1.0,0.238,0.102,17026,0,0.0,45,5755,0,0,0,4.89,4,2,0.537,20,0.476,99.9,48,29.7,59.2,0
TB000159,Blue Plus,2026-04-30,116,LAX,37,3,4,8,19,407.08,8771.62,Blue,0.359,8,0.421,0.174,0.068,15297,3210,35.67,64,7800,0,0,0,4.37,3,2,0.667,15,0.785,95.9,96,87.7,93.2,0
TB000160,Blue,2020-06-19,2257,MCO,300,3,3,6,13,326.61,4420.3,Blue,0.252,7,0.538,0.32,0.192,12160,1553,17.26,881,4909,1,1,1,3.49,6,2,0.319,17,0.343,66.7,72,44.2,61.0,1
TB000161,Blue,2025-11-08,289,BOS,680,2,5,7,12,279.14,3040.36,Blue Extra,0.418,1,0.083,0.538,0.13,0,3808,42.31,86,7805,0,1,0,4.04,7,2,0.242,14,0.566,24.4,84,30.4,46.3,1
TB000162,Blue Plus,2025-08-14,375,JFK,16,0,0,2,2,335.79,705.16,Mint,0.268,7,1.0,0.398,0.206,21326,4045,44.94,1,17807,0,1,0,3.1,4,2,0.483,15,0.577,98.2,24,7.1,43.1,0
TB000163,Blue,2025-03-21,521,MCO,66,3,5,6,10,543.29,5903.22,Blue Extra,0.272,5,0.5,0.466,0.16,16537,1970,21.89,3,8547,0,0,0,4.05,5,2,0.302,13,0.461,92.7,72,59.0,74.6,0
TB000164,Blue,2022-12-20,1343,MCO,40,2,3,6,18,330.37,5730.87,Blue Basic,0.541,6,0.333,0.331,0.176,25085,1817,20.19,33,4016,0,0,0,4.68,7,2,0.26,17,0.606,95.6,72,57.3,75.0,0
TB000165,Mosaic,2023-08-27,1093,MCO,8,2,4,6,7,315.74,2203.49,Blue,0.186,6,0.857,0.314,0.131,20127,2459,27.32,66,11812,0,0,0,4.54,5,0,0.055,9,0.381,99.1,72,22.0,64.4,0
TB000166,Blue,2020-08-08,2207,FLL,494,0,1,2,2,209.55,385.28,Blue,0.404,5,1.0,0.207,0.113,5995,0,0.0,318,0,0,0,0,4.33,6,1,0.156,0,0.0,45.1,24,3.9,24.3,1
TB000167,Blue,2016-08-17,3659,JFK,15,1,6,8,22,444.47,10735.12,Blue,0.211,10,0.455,0.377,0.0,18606,7329,81.43,17,4290,0,0,0,5.0,5,0,0.0,17,0.559,98.3,96,100,98.1,0
TB000168,Blue Plus,2019-07-03,2609,SJU,23,3,5,10,13,352.56,4108.52,Blue Basic,0.15,8,0.615,0.42,0.111,18801,4766,52.96,25,8187,0,0,0,4.81,6,2,0.37,21,0.788,97.4,100,41.1,79.5,0
TB000169,Blue,2024-06-04,811,MCO,272,0,0,0,9,298.04,2559.99,Blue Extra,0.032,6,0.667,0.347,0.0,17296,392,4.36,279,11400,0,1,0,2.69,5,1,0.188,3,0.018,69.8,0,25.6,31.8,0
TB000170,Blue,2015-03-31,4164,FLL,135,3,5,8,17,365.37,6301.02,Blue Basic,0.105,7,0.412,0.36,0.059,17543,4135,45.94,101,0,0,0,0,4.21,5,2,0.443,23,0.398,85.0,96,63.0,81.3,0
TB000171,Blue Plus,2017-04-15,3418,JFK,72,1,1,2,5,445.29,2304.08,Mint,0.205,5,1.0,0.428,0.123,9292,754,8.38,328,13784,0,2,0,3.08,5,2,0.348,3,0.145,92.0,24,23.0,46.3,1
TB000172,Blue Plus,2015-12-31,3889,JFK,57,2,4,8,25,429.1,11467.45,Blue Basic,0.218,6,0.24,0.349,0.178,19116,5074,56.38,32,0,0,0,0,5.0,7,2,0.262,1,0.455,93.7,96,100,96.6,0
TB000173,Blue Plus,2017-11-23,3196,JFK,436,3,5,8,24,274.48,5967.8,Blue,0.0,7,0.292,0.613,0.195,11827,4014,44.6,216,17197,0,0,0,4.29,7,7,0.962,13,0.415,51.6,96,59.7,69.1,1
TB000174,Blue Plus,2017-11-18,3201,MCO,1,1,2,4,27,504.34,14258.27,Blue Basic,0.0,11,0.407,0.214,0.202,14351,4078,45.31,27,8971,0,0,0,4.2,3,2,0.546,15,0.748,99.9,48,100,82.6,0
TB000175,Blue,2023-07-14,1137,FLL,446,1,1,1,2,210.85,425.87,Blue Extra,0.457,5,1.0,0.321,0.015,9345,0,0.0,216,0,0,2,0,3.29,5,0,0.05,0,0.181,50.4,12,4.3,22.2,1
TB000176,Blue,2020-07-30,2216,FLL,214,0,0,1,12,291.33,3112.19,Blue Extra,0.095,4,0.333,0.434,0.075,10736,1723,19.14,10,3441,0,1,0,2.13,7,4,0.503,4,0.517,76.2,12,31.1,39.8,1
TB000177,Blue,2015-07-30,4043,JFK,464,0,0,2,2,188.77,402.48,Blue,0.477,3,1.0,0.22,0.139,10206,865,9.61,1000,0,0,1,0,2.26,5,2,0.373,9,0.145,48.4,24,4.0,25.5,1
TB000178,Blue,2016-03-20,3809,FLL,310,2,2,2,8,343.63,2411.27,Blue,0.337,8,1.0,0.267,0.194,20335,2548,28.31,381,17705,0,0,0,4.8,6,1,0.205,2,0.535,65.6,24,24.1,37.9,1
TB000179,Blue Plus,2016-06-26,3711,FLL,179,1,1,1,10,284.61,2889.09,Blue Basic,0.328,7,0.7,0.385,0.188,12929,1545,17.17,72,5056,0,0,0,4.44,7,5,0.756,0,0.624,80.1,12,28.9,40.3,0
TB000180,Mosaic,2015-05-28,4106,LAX,1,1,4,5,22,362.23,7754.26,Blue Basic,0.11,7,0.318,0.238,0.08,19753,3050,33.89,5,10973,0,0,0,4.86,3,2,0.684,14,0.638,99.9,60,77.5,79.1,0
TB000181,Blue,2022-07-26,1490,SJU,132,2,3,3,3,265.29,855.4,Blue,0.501,6,1.0,0.271,0.207,19643,2956,32.84,133,7039,0,1,0,3.56,8,1,0.09,11,0.357,85.3,36,8.6,43.3,0
TB000182,Blue,2014-09-13,4363,FLL,80,2,8,8,26,444.01,10908.71,Blue,0.365,6,0.231,0.244,0.088,15629,1182,13.13,157,13289,0,0,0,4.43,7,5,0.667,22,0.581,91.1,96,100,95.7,0
TB000183,Blue Plus,2017-04-07,3426,JFK,150,1,1,2,11,327.01,3910.27,Blue,0.149,4,0.364,0.432,0.197,4669,2781,30.9,796,7423,0,0,0,4.9,4,1,0.221,9,0.359,83.3,24,39.1,48.8,1
TB000184,Blue,2019-01-18,2775,SJU,758,0,1,2,2,167.04,339.61,Blue Basic,0.215,1,0.5,0.412,0.168,8508,0,0.0,182,0,0,1,0,2.99,6,1,0.097,0,0.255,15.8,24,3.4,14.4,1
TB000185,Blue Plus,2024-08-13,741,JFK,108,1,3,3,4,310.2,1346.87,Blue Extra,0.419,3,0.75,0.429,0.0,14089,2757,30.63,160,9221,0,0,0,4.18,9,7,0.743,22,0.0,88.0,36,13.5,45.8,0
TB000186,Blue Plus,2025-09-29,329,LAX,177,1,5,5,5,164.46,720.44,Blue,0.484,4,0.8,0.55,0.169,5363,147,1.63,72,1524,0,2,0,2.84,4,1,0.215,8,0.383,80.3,60,7.2,49.2,1
TB000187,Blue Plus,2018-09-16,2899,JFK,521,1,2,2,11,326.97,4019.9,Blue,0.315,4,0.364,0.381,0.166,7537,2032,22.58,222,0,0,0,0,4.33,3,0,0.135,22,0.252,42.1,24,40.2,35.4,1
TB000188,Blue,2016-02-14,3844,LAX,300,1,1,1,7,359.03,2714.14,Blue,0.362,4,0.571,0.452,0.108,7978,0,0.0,389,10267,0,0,0,4.95,6,1,0.137,16,0.42,66.7,12,27.1,35.3,1
TB000189,Blue,2023-09-16,1073,FLL,289,0,2,4,9,266.9,2373.98,Blue,0.314,5,0.556,0.467,0.137,2491,3349,37.21,278,4915,0,0,0,4.62,3,1,0.203,17,0.518,67.9,48,23.7,46.5,1
TB000190,Blue,2015-08-26,4016,SJU,31,3,6,9,25,413.95,10653.81,Blue,0.001,4,0.16,0.174,0.154,25368,4301,47.79,237,16644,0,0,0,4.73,6,4,0.628,24,0.34,96.6,100,100,98.9,0
TB000191,Blue Plus,2019-06-19,2623,FLL,188,3,7,7,12,162.38,2235.17,Blue,0.136,3,0.25,0.376,0.127,24491,0,0.0,1,0,0,0,0,4.75,7,4,0.517,11,0.155,79.1,84,22.4,61.8,0
TB000192,Blue,2017-06-16,3356,FLL,243,1,1,2,2,340.67,750.83,Blue Basic,0.525,3,1.0,0.523,0.158,16496,3569,39.66,324,7031,0,1,1,3.66,2,1,0.433,0,0.415,73.0,24,7.5,34.8,1
TB000193,Blue,2017-01-19,3504,SJU,102,0,1,4,4,189.38,697.69,Blue,0.147,5,1.0,0.383,0.155,2644,1169,12.99,272,5873,0,1,0,1.77,5,1,0.175,0,0.029,88.7,48,7.0,47.9,1
TB000194,Blue,2021-01-24,2038,BOS,893,0,2,3,5,162.27,702.49,Blue,0.358,1,0.2,0.254,0.118,0,3809,42.32,129,6318,0,3,0,2.51,9,1,0.068,14,0.0,0.8,36,7.0,14.6,1
TB000195,Blue,2020-01-08,2420,BOS,39,0,3,6,17,289.93,4385.47,Blue Basic,0.264,5,0.294,0.141,0.043,13538,172,1.91,73,12853,0,2,0,4.08,8,8,0.969,18,0.62,95.7,72,43.9,70.5,0
TB000196,Blue,2015-06-11,4092,JFK,74,0,0,0,15,370.37,6125.27,Blue Basic,0.242,9,0.6,0.41,0.22,9165,4296,47.73,290,910,0,0,0,4.38,3,2,0.58,23,0.697,91.8,0,61.3,51.0,0
TB000197,Blue,2019-06-26,2616,BOS,1,2,6,7,25,364.62,10258.7,Blue Extra,0.152,8,0.32,0.345,0.256,9038,3757,41.74,17,6164,0,0,0,3.9,5,4,0.724,18,0.574,99.9,84,100,94.6,0
TB000198,Mosaic,2017-05-05,3398,BOS,30,3,5,9,26,389.37,8884.31,Mint,0.058,4,0.154,0.334,0.111,19398,2514,27.93,76,17018,0,0,0,5.0,5,2,0.486,12,0.198,96.7,100,88.8,95.2,0
TB000199,Blue,2020-05-13,2294,LAX,155,0,1,1,9,263.79,2062.43,Blue,0.376,5,0.556,0.37,0.177,16930,1958,21.76,95,5403,0,0,0,4.09,5,1,0.286,9,0.27,82.8,12,20.6,38.5,0
TB000200,Mosaic,2024-12-26,606,JFK,77,1,3,4,4,210.7,884.42,Blue Basic,0.155,1,0.25,0.067,0.132,7022,2295,25.5,331,9579,0,0,0,4.47,5,4,0.731,8,0.203,91.4,48,8.8,49.4,0
TB000201,Blue,2018-07-07,2970,MCO,10,2,5,6,6,365.63,2088.52,Blue Extra,0.292,3,0.5,0.365,0.17,7738,2202,24.47,300,12062,0,0,0,4.39,6,0,0.047,0,0.357,98.9,72,20.9,63.9,0
TB000202,Blue,2021-03-20,1983,JFK,141,1,1,4,11,224.64,2838.61,Blue Basic,0.529,5,0.455,0.281,0.181,6752,107,1.19,692,10621,0,0,0,4.52,6,2,0.255,0,0.628,84.3,48,28.4,53.6,1
TB000203,Blue,2021-02-13,2018,BOS,31,0,2,4,11,228.49,2265.08,Blue,0.303,4,0.364,0.213,0.088,15377,2175,24.17,92,11167,0,0,0,4.33,6,1,0.205,1,0.162,96.6,48,22.7,55.8,0
TB000204,Blue Plus,2025-07-17,403,JFK,23,0,2,4,4,209.65,823.17,Mint,0.347,5,1.0,0.354,0.136,10248,1629,18.1,48,12921,0,1,0,2.29,7,2,0.32,0,0.362,97.4,48,8.2,51.2,0
TB000205,Blue,2017-04-28,3405,MCO,178,2,2,2,10,286.63,3147.04,Blue,0.099,6,0.6,0.459,0.216,17096,2765,30.72,294,2634,0,0,0,4.57,3,1,0.315,16,0.424,80.2,24,31.5,45.2,0
TB000206,Blue,2015-12-04,3916,JFK,510,1,3,4,13,312.75,4208.24,Blue Extra,0.222,4,0.308,0.416,0.127,11566,0,0.0,33,12412,0,0,0,4.2,5,2,0.337,19,0.152,43.3,48,42.1,44.5,1
TB000207,Blue Plus,2024-05-13,833,SJU,26,3,5,6,7,317.37,2178.85,Blue Basic,0.177,5,0.714,0.475,0.246,3024,0,0.0,36,14472,0,1,1,4.6,8,2,0.284,14,0.245,97.1,72,21.8,63.6,0
TB000208,Blue,2022-10-02,1422,MCO,62,0,0,2,6,207.55,1235.4,Blue,0.467,3,0.5,0.352,0.235,10425,4330,48.11,941,14233,1,0,0,5.0,7,1,0.138,0,0.065,93.1,24,12.4,43.2,1
TB000209,Blue,2024-05-14,832,LAX,170,1,4,5,9,252.1,2129.9,Blue,0.438,5,0.556,0.42,0.225,2412,454,5.04,1000,1280,0,1,1,3.94,3,1,0.221,7,0.152,81.1,60,21.3,54.1,1
TB000210,Blue,2014-08-28,4379,SJU,24,2,5,6,28,256.19,6271.55,Blue Extra,0.224,6,0.214,0.394,0.125,10581,4385,48.72,48,13167,0,1,1,3.79,4,3,0.631,15,0.624,97.3,72,62.7,77.3,0
TB000211,Blue,2021-11-10,1748,BOS,58,0,2,2,5,312.2,1501.44,Blue,0.0,5,1.0,0.305,0.033,7493,1698,18.87,200,11163,0,0,0,4.84,1,1,0.722,17,0.298,93.6,24,15.0,44.2,0
TB000212,Blue,2020-02-05,2392,FLL,22,1,3,5,15,355.14,6049.62,Blue Basic,0.056,7,0.467,0.226,0.164,13602,1951,21.68,35,18454,0,1,0,3.04,5,1,0.131,7,0.445,97.6,60,60.5,72.7,0
TB000213,Blue,2014-09-03,4373,SJU,40,1,4,8,26,374.64,9694.6,Mint,0.251,5,0.192,0.286,0.345,11861,1841,20.46,115,9915,0,1,0,4.78,3,1,0.472,17,0.63,95.6,96,96.9,96.2,0
TB000214,Blue,2018-04-10,3058,BOS,4,3,4,7,14,382.84,4817.24,Blue,0.382,5,0.357,0.384,0.0,17320,1992,22.13,556,1301,0,0,0,4.26,10,7,0.736,11,0.645,99.6,84,48.2,77.3,0
TB000215,Blue,2016-08-25,3651,MCO,113,1,4,6,16,295.81,4899.83,Blue Basic,0.194,6,0.375,0.276,0.122,15733,1223,13.59,5,0,0,0,0,4.42,5,1,0.16,9,0.233,87.4,72,49.0,69.5,0
TB000216,Blue,2018-06-20,2987,JFK,139,1,1,1,2,273.8,538.66,Blue,0.382,7,1.0,0.383,0.088,12945,0,0.0,185,5410,0,1,0,3.46,6,0,0.0,7,0.233,84.6,12,5.4,34.0,1
TB000217,Blue,2018-02-19,3108,JFK,220,2,2,5,16,251.41,3584.42,Blue Basic,0.094,8,0.5,0.395,0.089,9495,1794,19.93,165,10908,0,2,1,3.54,8,3,0.393,12,0.41,75.6,60,35.8,57.1,0
TB000218,Blue Plus,2021-01-28,2034,BOS,13,3,7,9,16,452.42,7099.89,Blue Basic,0.041,3,0.188,0.214,0.243,23623,3627,40.3,26,16051,0,0,0,4.37,4,3,0.779,22,0.355,98.6,100,71.0,89.9,0
TB000219,Mosaic,2020-01-09,2419,LAX,176,0,0,0,10,291.11,2949.28,Blue Extra,0.418,1,0.1,0.325,0.273,2930,2285,25.39,142,5016,0,2,0,3.2,3,1,0.255,2,0.223,80.4,0,29.5,36.6,1
TB000220,Blue,2014-10-10,4336,FLL,106,0,2,2,22,335.26,6559.74,Blue Basic,0.101,9,0.409,0.453,0.0,7279,1242,13.8,50,8927,0,0,0,4.61,4,2,0.533,12,0.487,88.2,24,65.6,59.3,0
TB000221,Blue Plus,2024-10-20,673,LAX,28,1,3,4,4,256.5,882.19,Blue,0.168,2,0.5,0.448,0.168,10781,996,11.07,42,0,0,0,0,4.68,8,2,0.274,6,0.197,96.9,48,8.8,51.2,0
TB000222,Blue,2018-08-31,2915,JFK,140,3,4,8,24,381.51,7821.22,Blue Basic,0.288,7,0.292,0.404,0.144,16198,4206,46.73,181,3134,0,1,0,4.19,5,2,0.305,20,0.463,84.4,96,78.2,86.2,0
TB000223,Blue Plus,2019-07-08,2604,LAX,14,2,4,4,13,335.9,4141.53,Blue Basic,0.197,9,0.692,0.261,0.008,15969,4093,45.48,568,0,0,1,0,4.43,5,4,0.74,15,0.384,98.4,48,41.4,62.6,0
TB000224,Blue,2024-08-28,726,JFK,118,3,7,8,13,318.55,3971.83,Blue Basic,0.329,10,0.769,0.514,0.256,14249,1369,15.21,170,4631,0,0,0,4.64,3,1,0.256,20,0.332,86.9,96,39.7,74.2,0
