transaction_amount,transaction_hour,location_mismatch,previous_fraud_flags,velocity_last_1hr,account_age_days,failed_auth_attempts,ip_country_match,amount_deviation_ratio,is_weekend,distance_from_home_km,cvv_match,is_fraudulent_transaction,cvv_match_missing,transaction_amount_missing,ip_country_match_missing,device_type_mobile,device_type_tablet,device_type_unknown,card_type_debit,card_type_prepaid,card_type_virtual,transaction_channel_mobile_app,transaction_channel_online,transaction_channel_pos,merchant_category_electronics,merchant_category_entertainment,merchant_category_gambling,merchant_category_groceries,merchant_category_healthcare,merchant_category_retail,merchant_category_travel
197.64,13.0,0.0,0.0,1.0,1909.0,,1.0,-0.6027,0.0,16.41,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
126.26,15.0,0.0,0.0,0.0,,0.0,0.0,-0.9376,0.0,,1.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
726.19,9.0,0.0,0.0,1.0,624.0,0.0,1.0,16.374,0.0,11.78,1.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
900295.43,13.0,0.0,0.0,,464.0,0.0,1.0,,0.0,15.85,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6.15,12.0,0.0,0.0,,992.0,0.0,1.0,,1.0,10.12,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
68.03,11.0,1.0,0.0,2.0,,0.0,1.0,-0.5728,0.0,10.57,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
513033.77,13.0,0.0,4.0,12.0,16.0,,0.0,4682.0518,0.0,265.95,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
126.26,18.0,1.0,4.0,,6.0,,0.0,,0.0,,1.0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
92.52,13.0,0.0,0.0,1.0,222.0,0.0,1.0,-0.2048,1.0,14.32,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30.83,6.0,0.0,,2.0,198.0,0.0,1.0,0.0781,0.0,27.65,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
242.98,19.0,0.0,0.0,0.0,796.0,1.0,0.0,0.1916,0.0,,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
371.4,12.0,0.0,0.0,0.0,138.0,0.0,1.0,,0.0,12.72,1.0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6.08,14.0,0.0,0.0,1.0,982.0,0.0,1.0,,0.0,,1.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1994.94,4.0,1.0,4.0,9.0,47.0,5.0,0.0,10.5653,1.0,133.15,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
126.26,19.0,0.0,0.0,5.0,126.0,0.0,1.0,-0.9137,1.0,11.97,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
91.16,15.0,0.0,0.0,2.0,3430.0,,1.0,-0.4981,0.0,9.71,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
50.29,6.0,0.0,0.0,3.0,618.0,0.0,1.0,-0.7333,0.0,148.91,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
126.26,20.0,0.0,0.0,1.0,,0.0,1.0,0.5041,0.0,11.0,1.0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
126.26,12.0,0.0,0.0,0.0,,0.0,1.0,12.5358,0.0,8.1,1.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
126.26,16.0,0.0,,1.0,1319.0,,1.0,-0.5064,0.0,2.51,1.0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
36.08,12.0,0.0,0.0,,355.0,0.0,1.0,-0.7186,0.0,,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
128.72,22.0,0.0,0.0,5.0,,0.0,1.0,-0.4025,1.0,3.6,1.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
152.73,9.0,0.0,0.0,3.0,144.0,0.0,1.0,,1.0,45.6,1.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
260.42,7.0,0.0,0.0,,1799.0,0.0,1.0,8.2342,0.0,,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
355.0,17.0,0.0,0.0,,,,1.0,,0.0,5.11,1.0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
126.26,7.0,0.0,0.0,3.0,991.0,,1.0,,0.0,29.61,1.0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
126.26,3.0,0.0,0.0,2.0,,0.0,1.0,,0.0,,1.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
126.26,20.0,1.0,4.0,,60.0,2.0,0.0,,0.0,238.68,1.0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
112.99,14.0,0.0,0.0,3.0,,0.0,1.0,-0.6655,0.0,,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
126.26,7.0,0.0,0.0,0.0,117.0,0.0,1.0,-0.1789,0.0,24.03,1.0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
7.1,7.0,0.0,0.0,0.0,856.0,,1.0,-0.9703,0.0,2.57,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
271.2,15.0,0.0,0.0,0.0,296.0,0.0,1.0,1.3061,0.0,,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
97.13,11.0,1.0,0.0,0.0,4.0,0.0,1.0,-0.7391,0.0,3.07,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
35.58,9.0,0.0,1.0,2.0,,,1.0,-0.6637,0.0,0.57,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
384.85,17.0,0.0,0.0,0.0,749.0,1.0,1.0,-0.0673,0.0,14.23,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
36.42,12.0,0.0,1.0,0.0,484.0,0.0,1.0,-0.0919,0.0,,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
407.31,11.0,0.0,0.0,3.0,129.0,0.0,1.0,1.0897,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
126.26,7.0,0.0,0.0,,2008.0,,1.0,-0.5552,0.0,11.64,1.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
126.26,9.0,0.0,0.0,,279.0,0.0,1.0,-0.735,0.0,46.72,1.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32.16,13.0,0.0,0.0,1.0,2032.0,0.0,1.0,,1.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126.26,15.0,0.0,,1.0,5.0,0.0,1.0,0.6042,1.0,32.07,1.0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9.66,10.0,1.0,0.0,0.0,478.0,0.0,1.0,,1.0,1.83,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
339.73,13.0,0.0,0.0,,,,1.0,1.1315,0.0,,1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
371.57,12.0,0.0,0.0,2.0,543.0,0.0,1.0,,0.0,12.66,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
126.26,4.0,0.0,0.0,0.0,2354.0,0.0,1.0,-0.8471,0.0,22.69,1.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
210.72,19.0,0.0,0.0,3.0,,0.0,1.0,,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
19.83,7.0,1.0,1.0,4.0,,0.0,1.0,,0.0,14.45,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
126.26,21.0,1.0,3.0,,,7.0,0.0,297.3191,0.0,186.93,1.0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
29.58,17.0,0.0,0.0,,985.0,0.0,1.0,,0.0,38.64,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
140.33,9.0,0.0,0.0,1.0,,,1.0,0.6205,0.0,4.43,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
41.67,6.0,0.0,0.0,1.0,993.0,0.0,1.0,-0.6062,0.0,5.78,1.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
211.16,17.0,0.0,0.0,0.0,,0.0,1.0,1.3349,1.0,20.53,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
359.83,11.0,0.0,0.0,,,0.0,1.0,2.6202,1.0,16.6,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
126.26,14.0,0.0,0.0,3.0,403.0,,1.0,-0.9344,0.0,8.07,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
115.47,8.0,0.0,0.0,1.0,481.0,0.0,1.0,-0.5301,0.0,11.74,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
108.14,12.0,0.0,0.0,1.0,,0.0,0.0,-0.1832,0.0,26.38,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
323.61,10.0,0.0,0.0,0.0,2830.0,,1.0,12.1105,0.0,3.25,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5327.06,13.0,1.0,3.0,,,0.0,0.0,67.3586,0.0,562.52,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
571.36,8.0,0.0,,,154.0,0.0,1.0,7.8768,0.0,7.95,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
438.17,12.0,0.0,0.0,,,0.0,1.0,1.0025,0.0,44.66,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
126.26,22.0,0.0,0.0,2.0,270.0,0.0,1.0,-0.8956,0.0,18.23,1.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
212.2,7.0,0.0,0.0,0.0,935.0,,1.0,7.0075,0.0,9.13,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
126.26,17.0,0.0,0.0,0.0,,0.0,1.0,-0.9585,0.0,4.6,1.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
29.19,9.0,0.0,0.0,2.0,228.0,0.0,1.0,-0.915,0.0,13.7,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
546.58,0.0,0.0,1.0,1.0,150.0,1.0,1.0,1.1797,0.0,14.04,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
126.26,3.0,0.0,0.0,0.0,,0.0,1.0,,0.0,26.29,1.0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
126.26,9.0,0.0,,3.0,295.0,0.0,1.0,2684.2661,0.0,24.01,1.0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
21.62,12.0,0.0,0.0,0.0,81.0,0.0,1.0,-0.9593,0.0,,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
105.11,17.0,0.0,0.0,0.0,398.0,0.0,1.0,,0.0,,1.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
28.05,6.0,0.0,0.0,0.0,363.0,,1.0,-0.2073,0.0,15.41,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
415.63,12.0,0.0,0.0,1.0,,,1.0,,1.0,7.06,1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
150.56,14.0,0.0,0.0,,934.0,0.0,1.0,2.611,0.0,33.64,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
135.81,12.0,0.0,0.0,,,0.0,1.0,0.1136,0.0,11.02,1.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
56.04,14.0,0.0,0.0,1.0,4393.0,0.0,1.0,-0.8371,0.0,4.85,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
29.28,15.0,1.0,0.0,0.0,900.0,0.0,1.0,-0.852,0.0,16.37,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
33.53,0.0,0.0,0.0,2.0,546.0,0.0,1.0,-0.7906,1.0,3.75,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
112.89,5.0,0.0,0.0,2.0,167.0,0.0,1.0,-0.6106,0.0,0.37,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
538.45,15.0,0.0,0.0,1.0,170.0,0.0,1.0,2.3439,0.0,4.74,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
317.76,1.0,0.0,0.0,1.0,,0.0,1.0,-0.0508,0.0,,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
109.5,8.0,0.0,,1.0,640.0,0.0,1.0,,1.0,42.64,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
268.22,9.0,0.0,0.0,1.0,701.0,,1.0,,1.0,,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
333.18,19.0,0.0,0.0,2.0,425.0,0.0,1.0,-0.3491,1.0,5.44,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
206.98,10.0,0.0,0.0,0.0,124.0,,1.0,2.431,0.0,56.22,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
126.26,23.0,1.0,5.0,,9.0,5.0,1.0,,1.0,,1.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
262.07,12.0,0.0,0.0,,373.0,0.0,0.0,-0.4849,0.0,8.65,1.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
421.71,12.0,0.0,0.0,,460.0,0.0,1.0,2.9025,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
137.7,8.0,0.0,1.0,1.0,52.0,0.0,1.0,-0.2444,0.0,22.86,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48.15,12.0,0.0,0.0,2.0,1228.0,0.0,1.0,-0.6722,0.0,13.31,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
76.01,11.0,0.0,1.0,,321.0,,1.0,-0.5773,0.0,8.26,1.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
58.0,3.0,0.0,0.0,1.0,,1.0,1.0,0.5353,1.0,7.76,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
342.0,7.0,0.0,0.0,5.0,389.0,0.0,1.0,,0.0,,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10.04,7.0,0.0,0.0,2.0,35.0,1.0,1.0,-0.9868,1.0,3.55,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
126.26,11.0,0.0,1.0,0.0,1031.0,0.0,1.0,,0.0,28.02,1.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
126.26,11.0,0.0,0.0,0.0,753.0,,1.0,-0.3127,1.0,3.1,1.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
126.26,16.0,0.0,,2.0,1101.0,0.0,1.0,0.8696,1.0,5.03,1.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
29.42,12.0,0.0,0.0,1.0,,0.0,1.0,,1.0,6.34,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
126.26,10.0,0.0,0.0,1.0,30.0,0.0,0.0,-0.9601,0.0,2.91,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
90950.21,11.0,0.0,,0.0,,1.0,1.0,949.6474,0.0,,1.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
86.17,15.0,0.0,0.0,0.0,181.0,0.0,1.0,-0.5344,1.0,,1.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
300.69,20.0,0.0,0.0,,,0.0,1.0,1.4965,1.0,1.07,1.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
126.26,19.0,1.0,4.0,8.0,22.0,3.0,1.0,123.2315,1.0,,1.0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
121.43,5.0,0.0,0.0,1.0,436.0,0.0,1.0,,0.0,42.85,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
492.61,16.0,0.0,0.0,1.0,209.0,,1.0,6.1704,0.0,2.79,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
38.95,10.0,0.0,1.0,,542.0,0.0,1.0,-0.7806,0.0,0.73,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
74.53,15.0,1.0,0.0,0.0,,0.0,1.0,-0.5605,0.0,,1.0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
91.12,7.0,0.0,0.0,1.0,211.0,0.0,1.0,-0.7652,0.0,31.25,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
140.62,7.0,0.0,0.0,3.0,303.0,0.0,1.0,-0.4825,1.0,,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
115.45,17.0,0.0,0.0,,126.0,0.0,1.0,-0.5682,0.0,17.16,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
264.07,14.0,0.0,0.0,2.0,392.0,,1.0,,0.0,,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32.04,16.0,0.0,0.0,1.0,280.0,,1.0,-0.5407,0.0,7.48,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
271.25,12.0,0.0,0.0,0.0,313.0,0.0,1.0,-0.4248,0.0,12.19,1.0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
126.26,11.0,0.0,0.0,2.0,,1.0,1.0,-0.6742,1.0,0.83,1.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
32.18,17.0,0.0,0.0,0.0,14.0,0.0,1.0,-0.2155,0.0,12.01,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
248.66,19.0,0.0,0.0,1.0,299.0,0.0,1.0,3.0857,0.0,25.9,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
229.42,16.0,0.0,0.0,1.0,,,1.0,-0.5159,1.0,46.99,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
69.23,19.0,0.0,0.0,1.0,365.0,0.0,1.0,-0.2377,0.0,11.04,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
126.26,19.0,1.0,1.0,,418.0,,0.0,-0.673,0.0,7.13,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
127.86,8.0,0.0,0.0,2.0,864.0,0.0,1.0,,0.0,0.32,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
54.06,3.0,0.0,1.0,0.0,,,1.0,-0.3291,0.0,37.63,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126.26,2.0,0.0,0.0,0.0,173.0,0.0,1.0,-0.5043,0.0,18.44,1.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
126.26,16.0,0.0,0.0,1.0,,,1.0,,0.0,,1.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
182.28,9.0,0.0,0.0,,319.0,0.0,1.0,,0.0,29.88,1.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
166.9,12.0,0.0,0.0,3.0,261.0,1.0,1.0,-0.1975,0.0,23.95,1.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
110.24,8.0,0.0,0.0,1.0,268.0,0.0,1.0,-0.0567,0.0,2.65,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
842.5,19.0,1.0,,,69.0,1.0,1.0,11.3266,0.0,,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
570.69,7.0,0.0,,1.0,26.0,0.0,1.0,3.6247,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
347.21,12.0,0.0,0.0,2.0,48.0,0.0,1.0,3.7454,0.0,12.11,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28.19,17.0,0.0,0.0,3.0,745.0,0.0,1.0,-0.9416,0.0,77.08,1.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
28.48,10.0,0.0,0.0,0.0,799.0,0.0,1.0,-0.7666,0.0,27.11,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
125.14,10.0,0.0,0.0,2.0,157.0,0.0,1.0,-0.8171,1.0,,1.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4075.03,15.0,0.0,4.0,,80.0,,1.0,20.1053,1.0,118.78,1.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
189534.25,9.0,0.0,0.0,,976.0,0.0,1.0,4864.3898,0.0,76.14,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
371.32,18.0,0.0,0.0,0.0,6.0,0.0,1.0,,1.0,25.71,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
126.26,7.0,0.0,1.0,,29.0,0.0,1.0,-0.6833,0.0,17.3,1.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
182.31,11.0,0.0,,1.0,3.0,,1.0,4.0512,0.0,13.21,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
126.26,11.0,0.0,0.0,,524.0,0.0,1.0,-0.9024,0.0,,1.0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
200.25,15.0,0.0,0.0,2.0,631.0,0.0,1.0,3.8145,0.0,34.06,1.0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
126.26,21.0,0.0,0.0,,317.0,0.0,1.0,-0.9385,1.0,7.39,1.0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
143.91,5.0,0.0,0.0,0.0,,0.0,1.0,0.4057,0.0,5.22,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
78.63,17.0,0.0,,,319.0,,1.0,,0.0,24.91,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
38.01,13.0,0.0,0.0,3.0,374.0,,1.0,0.5722,1.0,,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
126.26,12.0,0.0,0.0,2.0,1926.0,0.0,1.0,0.0226,0.0,63.17,1.0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2379.82,7.0,0.0,0.0,4.0,2.0,4.0,0.0,45.7722,1.0,41.05,1.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
179.09,20.0,0.0,0.0,3.0,400.0,0.0,1.0,,1.0,13.81,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20.86,16.0,0.0,0.0,0.0,465.0,0.0,1.0,-0.9607,0.0,21.89,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
13.04,13.0,0.0,0.0,,,1.0,1.0,-0.786,0.0,2.9,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
121.1,11.0,0.0,0.0,2.0,2186.0,,1.0,1.2191,1.0,5.94,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
126.26,10.0,0.0,0.0,1.0,107.0,0.0,1.0,-0.3287,1.0,1.54,1.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
36.89,12.0,0.0,0.0,1.0,68.0,,1.0,,0.0,,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
116553.41,8.0,0.0,0.0,2.0,605.0,0.0,1.0,2476.1166,0.0,,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
126.26,14.0,1.0,0.0,1.0,656.0,0.0,1.0,3.2698,0.0,10.6,1.0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
126.26,16.0,0.0,2.0,3.0,,3.0,0.0,61.4198,1.0,1091.98,1.0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
71.35,3.0,0.0,0.0,2.0,709.0,0.0,1.0,,0.0,16.27,1.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
633.98,18.0,0.0,0.0,,125.0,0.0,1.0,,0.0,,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1993.95,19.0,1.0,5.0,,,3.0,0.0,,0.0,,1.0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2909.2,17.0,1.0,3.0,10.0,16.0,,0.0,14.8505,0.0,1244.32,1.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
126.26,9.0,1.0,,1.0,1171.0,0.0,1.0,-0.7379,0.0,33.09,1.0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
49.25,14.0,0.0,0.0,1.0,211.0,1.0,1.0,,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
483.68,10.0,0.0,0.0,,617.0,1.0,1.0,12.3965,1.0,,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
75.98,12.0,0.0,0.0,0.0,,0.0,1.0,-0.8942,0.0,1.98,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
